"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1.1","pd1.2","pd1.3","offer_pd1","pd2.1","pd2.2","pd2.3","offer_pd2","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
8,12,4,1,NA,"1996","female","white","1","-1","1","0","-2","2","2","-1","1","0",5,"2",-0.498510185442865,5,4.50148981455713,1,1.1,2,5.7,5.6,5.7,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.5,1,12,12,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History and Literature","United Kingdom","0","0","Next","155.245.28.9","cl-3",NA
15,12,4,1,NA,"1994","male","black","-2","-2","1","-1","0","-1","2","0","1","-1",4,"2",-0.669072223035619,4,3.33092777696438,1,1.1,3,5.7,5.5,5.8,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.8,1,12,42,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Economics & Politics ","United Kingdom","1","3","Next","155.245.28.14","cl-8",NA
13,12,4,1,NA,"1993","female","white","-2","-2","0","1","-1","2","2","0","-1","1",6,"1",0.413326198467985,6,6.41332619846798,1,1.2,1,5.6,5.7,5.7,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,12,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA History of Art & English Literature ","United Kingdom","0","0","Next","155.245.28.24","cl-18",NA
14,12,4,1,NA,"1995","male","white","0","-1","-1","0","-1","2","2","0","-2","-2",5,"1",0.216595342196524,5,5.21659534219652,1,1.2,2,5.7,5.6,5.7,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,12,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," International Relations","Lithuania","1","2","Next","155.245.28.8","cl-2",NA
16,12,4,1,NA,"1994","male","white","-2","-1","1","0","-1","2","2","0","0","-1",4,"0",-0.0198418230284005,4,3.9801581769716,1,1.2,3,5.5,5.5,6,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,12,17,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Games","Norway","1","1","Next","155.245.28.18","cl-12",NA
5,12,4,1,NA,"1994","female","white","-1","-2","-1","1","2","2","2","-1","1","0",8,"2",-0.665223879273981,8,7.33477612072602,2,2.1,1,6,5.5,5.5,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,6,1,12,32,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Psychology","United Kingdom","1","50","Next","155.245.28.10","cl-4",NA
7,12,4,1,NA,"1994","female","white","1","-1","0","-2","-2","2","1","0","-1","0",5,"1",0.630738047417253,5,5.63073804741725,2,2.1,2,3,7,7,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.5,1,12,2,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Biochemistry with Industrial Placement","United Kingdom","1","10","Next","155.245.28.15","cl-9",NA
17,12,4,1,NA,"1993","female","brown","-2","-2","0","2","-1","2","1","2","-1","0",5,"2",0.250115594035014,5,5.25011559403501,2,2.1,3,5.5,5.5,6,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.5,1,12,2,7,NA,12,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA Linguistics","United Kingdom","1","1","Next","155.245.28.41","cl-1",NA
2,12,4,1,NA,"1995","female","white","-1","0","1","-1","-1","2","2","0","-1","0",3,"1",-0.653786205500364,3,2.34621379449964,2,2.2,1,6,6,5,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,12,17,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," LLB French and English Law","France","1","4","Next","155.245.28.20","cl-14",NA
4,12,4,1,NA,"1996","male","white","0","-2","0","-1","-2","1","2","1","1","-1",4,"2",0.458597662905231,4,4.45859766290523,2,2.2,2,5,7,5,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.8,1,12,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Science","United Kingdom","1","1","Next","155.245.28.22","cl-16",NA
12,12,4,1,NA,"1996","male","white","1","-2","2","-2","-2","2","2","2","-1","-1",2,"1",-0.0293446836993099,2,1.97065531630069,2,2.2,3,5.6,5.8,5.6,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,12,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History","United Kingdom","0","0","Next","155.245.28.19","cl-13",NA
1,12,4,1,NA,"1994","male","white","1","-2","1","-1","-2","2","1","1","1","-2",4,"1",-0.593907081335783,4,3.40609291866422,3,3.1,1,5.7,5.7,5.6,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,12,27,5.2,NA,10.2,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Modern History","United Kingdom","0","0","Next","155.245.28.23","cl-17",NA
6,12,4,1,NA,"1995","female","white","-2","0","0","0","0","2","2","0","0","0",5,"-2",0.0817889210302383,5,5.08178892103024,3,3.1,2,5.7,5.7,5.6,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.8,1,12,42,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," French and English Law","France","0","0","Next","155.245.28.13","cl-7",NA
9,12,4,1,NA,"1993","female","white","-1","-2","1","-1","-1","2","0","1","1","1",3,"2",-0.526115885749459,3,2.47388411425054,3,3.1,3,5.6,5.8,5.6,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,12,47,6.1,NA,11.1,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Language and Linguistics","Cyprus","0","0","Next","155.245.28.17","cl-11",NA
10,12,4,1,NA,"1991","male","white","0","-2","1","0","-1","2","1","0","1","0",5,"2",0.577801705850288,5,5.57780170585029,3,3.2,1,6,5,6,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,6,1,12,1,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," management","Cyprus","1","1","Next","155.245.28.21","cl-15",NA
11,12,4,1,NA,"1985","male","white","2","-2","1","-2","-2","2","2","2","-1","-1",2,"0",0.107255621813238,2,2.10725562181324,3,3.2,2,5.6,5.7,5.7,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5,1,12,7,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," PhD History","United States","1","1","Next","155.245.28.16","cl-10",NA
18,12,4,1,NA,"1995","female","brown","-1","0","0","-1","-1","1","1","1","1","0",5,"1",-0.663563862675801,5,4.3364361373242,3,3.2,3,5.7,5.6,5.7,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,6,1,12,47,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Bsc Economics","United Kingdom","1","1","Next","155.245.28.12","cl-6",NA
3,13,4,2,NA,"1995","female","white","2","-2","1","0","-2","2","2","2","-2","-2",2,"2",0.414444072265178,2,2.41444407226518,1,1.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," INTERNATIONAL RELATIONS AND MODERN LANGUAGES","Spain","1","2",NA,"155.245.28.11","cl-5",NA
8,13,4,2,NA,"1996","female","white","1","-1","1","0","-2","2","2","-1","1","0",5,"2",-0.182040176074952,5,4.81795982392505,1,1.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History and Literature","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
15,13,4,2,NA,"1994","male","black","-2","-2","1","-1","0","-1","2","0","1","-1",4,"2",-0.294882256677374,4,3.70511774332263,1,1.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Economics & Politics ","United Kingdom","1","3",NA,"155.245.28.14","cl-8",NA
13,13,4,2,NA,"1993","female","white","-2","-2","0","1","-1","2","2","0","-1","1",6,"1",0.0657681511715055,6,6.06576815117151,1,1.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA History of Art & English Literature ","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
14,13,4,2,NA,"1995","male","white","0","-1","-1","0","-1","2","2","0","-2","-2",5,"1",-0.0453103801701218,5,4.95468961982988,1,1.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," International Relations","Lithuania","1","2",NA,"155.245.28.8","cl-2",NA
16,13,4,2,NA,"1994","male","white","-2","-1","1","0","-1","2","2","0","0","-1",4,"0",0.390458826906979,4,4.39045882690698,1,1.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Games","Norway","1","1",NA,"155.245.28.18","cl-12",NA
5,13,4,2,NA,"1994","female","white","-1","-2","-1","1","2","2","2","-1","1","0",8,"2",-0.149886171007529,8,7.85011382899247,2,2.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Psychology","United Kingdom","1","50",NA,"155.245.28.10","cl-4",NA
7,13,4,2,NA,"1994","female","white","1","-1","0","-2","-2","2","1","0","-1","0",5,"1",0.383266131486744,5,5.38326613148674,2,2.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Biochemistry with Industrial Placement","United Kingdom","1","10",NA,"155.245.28.15","cl-9",NA
17,13,4,2,NA,"1993","female","brown","-2","-2","0","2","-1","2","1","2","-1","0",5,"2",0.157011370593682,5,5.15701137059368,2,2.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,12,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA Linguistics","United Kingdom","1","1",NA,"155.245.28.41","cl-1",NA
2,13,4,2,NA,"1995","female","white","-1","0","1","-1","-1","2","2","0","-1","0",3,"1",0.584369640890509,3,3.58436964089051,2,2.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," LLB French and English Law","France","1","4",NA,"155.245.28.20","cl-14",NA
4,13,4,2,NA,"1996","male","white","0","-2","0","-1","-2","1","2","1","1","-1",4,"2",0.0288863896392286,4,4.02888638963923,2,2.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Science","United Kingdom","1","1",NA,"155.245.28.22","cl-16",NA
12,13,4,2,NA,"1996","male","white","1","-2","2","-2","-2","2","2","2","-1","-1",2,"1",-0.661605291767046,2,1.33839470823295,2,2.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
1,13,4,2,NA,"1994","male","white","1","-2","1","-1","-2","2","1","1","1","-2",4,"1",-0.641472475463524,4,3.35852752453648,3,3.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.2,NA,10.2,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Modern History","United Kingdom","0","0",NA,"155.245.28.23","cl-17",NA
6,13,4,2,NA,"1995","female","white","-2","0","0","0","0","2","2","0","0","0",5,"-2",0.0963535526767373,5,5.09635355267674,3,3.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," French and English Law","France","0","0",NA,"155.245.28.13","cl-7",NA
9,13,4,2,NA,"1993","female","white","-1","-2","1","-1","-1","2","0","1","1","1",3,"2",0.577352241473272,3,3.57735224147327,3,3.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6.1,NA,11.1,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Language and Linguistics","Cyprus","0","0",NA,"155.245.28.17","cl-11",NA
10,13,4,2,NA,"1991","male","white","0","-2","1","0","-1","2","1","0","1","0",5,"2",0.416313073784113,5,5.41631307378411,3,3.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," management","Cyprus","1","1",NA,"155.245.28.21","cl-15",NA
11,13,4,2,NA,"1985","male","white","2","-2","1","-2","-2","2","2","2","-1","-1",2,"0",0.497746187727898,2,2.4977461877279,3,3.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," PhD History","United States","1","1",NA,"155.245.28.16","cl-10",NA
18,13,4,2,NA,"1995","female","brown","-1","0","0","-1","-1","1","1","1","1","0",5,"1",0.485177048482001,5,5.485177048482,3,3.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Bsc Economics","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
3,14,4,3,NA,"1995","female","white","2","-2","1","0","-2","2","2","2","-2","-2",2,"2",-0.406517802225426,2,1.59348219777457,1,1.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," INTERNATIONAL RELATIONS AND MODERN LANGUAGES","Spain","1","2",NA,"155.245.28.11","cl-5",NA
8,14,4,3,NA,"1996","female","white","1","-1","1","0","-2","2","2","-1","1","0",5,"2",0.539332151971757,5,5.53933215197176,1,1.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History and Literature","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
15,14,4,3,NA,"1994","male","black","-2","-2","1","-1","0","-1","2","0","1","-1",4,"2",-0.647813988849521,4,3.35218601115048,1,1.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Economics & Politics ","United Kingdom","1","3",NA,"155.245.28.14","cl-8",NA
13,14,4,3,NA,"1993","female","white","-2","-2","0","1","-1","2","2","0","-1","1",6,"1",0.179843147983775,6,6.17984314798377,1,1.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA History of Art & English Literature ","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
14,14,4,3,NA,"1995","male","white","0","-1","-1","0","-1","2","2","0","-2","-2",5,"1",0.37991273435764,5,5.37991273435764,1,1.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," International Relations","Lithuania","1","2",NA,"155.245.28.8","cl-2",NA
16,14,4,3,NA,"1994","male","white","-2","-1","1","0","-1","2","2","0","0","-1",4,"0",-0.469201412098482,4,3.53079858790152,1,1.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Games","Norway","1","1",NA,"155.245.28.18","cl-12",NA
5,14,4,3,NA,"1994","female","white","-1","-2","-1","1","2","2","2","-1","1","0",8,"2",0.440157545218244,8,8.44015754521824,2,2.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Psychology","United Kingdom","1","50",NA,"155.245.28.10","cl-4",NA
7,14,4,3,NA,"1994","female","white","1","-1","0","-2","-2","2","1","0","-1","0",5,"1",-0.0509629135951399,5,4.94903708640486,2,2.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Biochemistry with Industrial Placement","United Kingdom","1","10",NA,"155.245.28.15","cl-9",NA
17,14,4,3,NA,"1993","female","brown","-2","-2","0","2","-1","2","1","2","-1","0",5,"2",-0.566968323616311,5,4.43303167638369,2,2.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,12,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA Linguistics","United Kingdom","1","1",NA,"155.245.28.41","cl-1",NA
2,14,4,3,NA,"1995","female","white","-1","0","1","-1","-1","2","2","0","-1","0",3,"1",0.452972642052919,3,3.45297264205292,2,2.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," LLB French and English Law","France","1","4",NA,"155.245.28.20","cl-14",NA
4,14,4,3,NA,"1996","male","white","0","-2","0","-1","-2","1","2","1","1","-1",4,"2",-0.222811442334205,4,3.7771885576658,2,2.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Science","United Kingdom","1","1",NA,"155.245.28.22","cl-16",NA
12,14,4,3,NA,"1996","male","white","1","-2","2","-2","-2","2","2","2","-1","-1",2,"1",-0.636955538438633,2,1.36304446156137,2,2.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
1,14,4,3,NA,"1994","male","white","1","-2","1","-1","-2","2","1","1","1","-2",4,"1",-0.216854624496773,4,3.78314537550323,3,3.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.2,NA,10.2,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Modern History","United Kingdom","0","0",NA,"155.245.28.23","cl-17",NA
6,14,4,3,NA,"1995","female","white","-2","0","0","0","0","2","2","0","0","0",5,"-2",-0.218410169007257,5,4.78158983099274,3,3.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," French and English Law","France","0","0",NA,"155.245.28.13","cl-7",NA
9,14,4,3,NA,"1993","female","white","-1","-2","1","-1","-1","2","0","1","1","1",3,"2",0.45538992783986,3,3.45538992783986,3,3.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6.1,NA,11.1,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Language and Linguistics","Cyprus","0","0",NA,"155.245.28.17","cl-11",NA
10,14,4,3,NA,"1991","male","white","0","-2","1","0","-1","2","1","0","1","0",5,"2",0.560460846871138,5,5.56046084687114,3,3.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," management","Cyprus","1","1",NA,"155.245.28.21","cl-15",NA
11,14,4,3,NA,"1985","male","white","2","-2","1","-2","-2","2","2","2","-1","-1",2,"0",0.666714281728491,2,2.66671428172849,3,3.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," PhD History","United States","1","1",NA,"155.245.28.16","cl-10",NA
18,14,4,3,NA,"1995","female","brown","-1","0","0","-1","-1","1","1","1","1","0",5,"1",0.344474480953068,5,5.34447448095307,3,3.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Bsc Economics","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
3,15,4,4,NA,"1995","female","white","2","-2","1","0","-2","2","2","2","-2","-2",2,"2",0.490846305433661,2,2.49084630543366,1,1.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," INTERNATIONAL RELATIONS AND MODERN LANGUAGES","Spain","1","2",NA,"155.245.28.11","cl-5",NA
8,15,4,4,NA,"1996","female","white","1","-1","1","0","-2","2","2","-1","1","0",5,"2",-0.0526993838138878,5,4.94730061618611,1,1.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History and Literature","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
15,15,4,4,NA,"1994","male","black","-2","-2","1","-1","0","-1","2","0","1","-1",4,"2",0.251242210483179,4,4.25124221048318,1,1.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Economics & Politics ","United Kingdom","1","3",NA,"155.245.28.14","cl-8",NA
13,15,4,4,NA,"1993","female","white","-2","-2","0","1","-1","2","2","0","-1","1",6,"1",0.212210847157985,6,6.21221084715799,1,1.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA History of Art & English Literature ","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
14,15,4,4,NA,"1995","male","white","0","-1","-1","0","-1","2","2","0","-2","-2",5,"1",0.558201758051291,5,5.55820175805129,1,1.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," International Relations","Lithuania","1","2",NA,"155.245.28.8","cl-2",NA
16,15,4,4,NA,"1994","male","white","-2","-1","1","0","-1","2","2","0","0","-1",4,"0",0.101469647325575,4,4.10146964732558,1,1.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Games","Norway","1","1",NA,"155.245.28.18","cl-12",NA
5,15,4,4,NA,"1994","female","white","-1","-2","-1","1","2","2","2","-1","1","0",8,"2",0.0674897043500096,8,8.06748970435001,2,2.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Psychology","United Kingdom","1","50",NA,"155.245.28.10","cl-4",NA
7,15,4,4,NA,"1994","female","white","1","-1","0","-2","-2","2","1","0","-1","0",5,"1",0.117168331937864,5,5.11716833193786,2,2.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Biochemistry with Industrial Placement","United Kingdom","1","10",NA,"155.245.28.15","cl-9",NA
